KS611EW to KS613EW - NS-SeC by sex,,,,
ONS Crown Copyright Reserved [from Nomis on 17 December 2025],,,,
,,,,
population,All usual residents aged 16 to 74,,,
units,Persons,,,
date,2011,,,
rural urban,Total,,,
sex,All persons,,,
,,,,
2011 ward,All categories: NS-SeC,"1. Higher managerial, administrative and professional occupations",7. Routine occupations,8. Never worked and long-term unemployed
E05003710 : Milton,"1,656",164,205,27
E05003711 : Motcombe and Ham,"2,138",214,210,38
E05003712 : Portman,"1,719",138,206,37
E05003713 : Riversdale,"1,263",184,111,25
E05003714 : Shaftesbury Central,"1,442",90,288,48
E05003715 : Shaftesbury Christy's,"1,317",118,176,21
E05003716 : Shaftesbury Grosvenor,"1,307",65,250,33
E05003717 : Shaftesbury Underhill,"1,050",134,85,21
E05003718 : Stour Valley,"3,337",288,482,92
E05003719 : The Beacon,"1,763",185,193,91
E05003720 : The Lower Tarrants,"2,454",279,148,49
E05003721 : The Stours,"1,310",144,100,32
E05003722 : Wyke,"2,168",208,247,58
E05003723 : Bere Regis,"1,451",143,169,41
E05003724 : Castle,"1,293",158,97,33
E05003725 : Creech Barrow,"1,279",173,108,23
E05003726 : Langton,"1,051",108,76,19
E05003727 : Lytchett Matravers,"2,700",353,218,50
E05003728 : Lytchett Minster and Upton East,"3,075",210,421,82
E05003729 : Lytchett Minster and Upton West,"2,711",229,301,41
E05003730 : St. Martin,"2,008",205,248,52
E05003731 : Swanage North,"2,532",245,201,48
E05003732 : Swanage South,"4,226",325,452,119
E05003733 : Wareham,"3,944",330,512,111
E05003734 : West Purbeck,"1,111",117,111,66
E05003735 : Winfrith,"1,209",157,86,20
E05003736 : Wool,"3,789",335,407,105
E05003737 : Beaminster,"2,814",252,277,85
E05003738 : Bradford Abbas,"1,347",145,115,21
E05003739 : Bradpole,"1,406",114,146,45
E05003740 : Bridport North,"3,112",215,411,105
E05003741 : Bridport South and Bothenhampton,"4,002",300,426,130
E05003742 : Broadmayne,"1,364",207,101,22
E05003743 : Broadwindsor,"1,273",141,107,39
E05003744 : Burton Bradstock,"1,362",148,78,21
E05003745 : Cam Vale,"1,452",191,101,26
E05003746 : Charminster and Cerne Valley,"3,341",507,254,72
E05003747 : Charmouth,"1,135",117,88,22
E05003748 : Chesil Bank,"1,535",172,103,27
E05003749 : Chickerell,"3,917",297,447,96
E05003750 : Chideock and Symondsbury,"1,298",136,112,19
E05003751 : Dorchester East,"3,352",323,381,96
E05003752 : Dorchester North,"3,834",459,399,164
E05003753 : Dorchester South,"2,898",352,241,61
E05003754 : Dorchester West,"3,404",360,428,119
E05003755 : Frome Valley,"1,646",231,107,23
E05003756 : Halstock,"1,374",165,83,32
E05003757 : Loders,"1,238",161,84,22
E05003758 : Lyme Regis,"2,530",249,217,53
E05003759 : Maiden Newton,"1,534",181,124,33
E05003760 : Marshwood Vale,"1,265",165,75,24
E05003761 : Netherbury,"1,499",133,142,31
E05003762 : Owermoigne,"2,813",322,248,64
E05003763 : Piddle Valley,"1,483",203,106,26
E05003764 : Puddletown,"1,763",224,154,28
E05003765 : Queen Thorne,"1,444",178,124,31
E05003766 : Sherborne East,"2,883",354,315,104
E05003767 : Sherborne West,"3,397",313,361,68
E05003768 : Winterborne St Martin,"1,516",158,110,42
E05003769 : Yetminster,"1,128",169,78,31
E05003770 : Littlemoor,"2,682",97,446,149
E05003771 : Melcombe Regis,"4,619",297,640,311
E05003772 : Preston,"3,416",510,209,54
E05003773 : Radipole,"2,677",250,246,58
E05003774 : Tophill East,"2,766",169,380,232
E05003775 : Tophill West,"3,814",211,509,133
E05003776 : Underhill,"3,080",144,570,213
E05003777 : Upwey and Broadwey,"2,696",228,290,101
E05003778 : Westham East,"2,843",164,381,143
E05003779 : Westham North,"3,795",243,524,166
E05003780 : Westham West,"2,600",144,362,86
E05003781 : Wey Valley,"2,433",279,178,61
E05003782 : Weymouth East,"2,667",223,293,152
E05003783 : Weymouth West,"3,774",359,439,126
E05003784 : Wyke Regis,"4,009",301,437,114
E05004288 : All Saints,"4,383",702,279,129
E05004289 : Battledown,"3,928",654,201,68
E05004290 : Benhall and The Reddings,"3,750",478,258,64
E05004291 : Charlton Kings,"3,757",600,196,69
E05004292 : Charlton Park,"3,358",699,140,61
E05004293 : College,"4,508",785,213,103
E05004294 : Hesters Way,"4,933",369,661,332
E05004295 : Lansdown,"4,626",774,213,160
E05004296 : Leckhampton,"3,643",740,119,77
E05004297 : Oakley,"4,113",257,738,281
E05004298 : Park,"4,936","1,071",134,103
E05004299 : Pittville,"4,238",670,232,93
E05004300 : Prestbury,"3,657",572,206,57
E05004301 : St Mark's,"4,499",337,574,266
E05004302 : St Paul's,"5,500",318,493,255
E05004303 : St Peter's,"5,359",500,592,238
E05004304 : Springbank,"4,766",278,698,212
E05004305 : Swindon Village,"4,416",341,582,158
E05004306 : Up Hatherley,"3,797",440,256,76
E05004307 : Warden Hill,"3,923",502,259,85
E05004308 : Ampney-Coln,"1,423",205,97,36
E05004309 : Avening,"1,471",220,116,55
E05004310 : Beacon-Stow,"2,378",278,235,51
E05004311 : Blockley,"1,464",224,118,32
E05004312 : Bourton-on-the-Water,"2,574",246,258,59
E05004313 : Campden-Vale,"4,121",552,315,87
E05004314 : Chedworth,"1,244",222,91,19
E05004315 : Churn Valley,"1,441",231,79,23
E05004316 : Cirencester Beeches,"3,019",283,360,86
E05004317 : Cirencester Chesterton,"2,807",278,294,85
E05004318 : Cirencester Park,"2,302",261,145,59
E05004319 : Cirencester Stratton-Whiteway,"2,594",345,193,37
E05004320 : Cirencester Watermoor,"3,185",342,383,129
E05004321 : Ermin,"1,341",240,76,21
E05004322 : Fairford,"2,795",364,294,56
E05004323 : Fosseridge,"1,314",185,99,25
E05004324 : Grumbolds Ash,"1,440",230,105,39
E05004325 : Hampton,"1,319",253,105,28
E05004326 : Kempsford-Lechlade,"2,884",435,243,46
E05004327 : Moreton-in-Marsh,"2,435",245,306,61
E05004328 : Northleach,"1,305",200,117,31
E05004329 : Rissingtons,"1,538",198,113,23
E05004330 : Riversmeet,"1,337",219,77,24
E05004331 : Sandywell,"1,382",223,78,28
E05004332 : Tetbury,"3,903",515,393,96
E05004333 : Thames Head,"1,389",250,93,22
E05004334 : Three Rivers,"1,459",219,89,26
E05004335 : Water Park,"4,211",574,375,96
"E05004336 : Alvington, Aylburton and West Lydney","2,236",209,265,74
E05004337 : Awre,"1,283",126,112,75
E05004338 : Berry Hill,"1,176",69,185,51
E05004339 : Blaisdon and Longhope,"1,246",140,82,45
E05004340 : Bream,"2,298",171,321,78
E05004341 : Bromesberrow and Dymock,"1,421",183,107,41
E05004342 : Christchurch and English Bicknor,"1,146",144,94,33
E05004343 : Churcham and Huntley,"1,287",153,87,49
E05004344 : Cinderford East,"2,617",118,464,157
E05004345 : Cinderford West,"3,630",148,629,211
E05004346 : Coleford Central,"2,177",165,301,111
E05004347 : Coleford East,"3,906",250,618,153
E05004348 : Hartpury,"2,089",168,80,13
E05004349 : Hewelsfield and Woolaston,"1,279",189,77,42
E05004350 : Littledean and Ruspidge,"2,815",245,383,129
E05004351 : Lydbrook and Ruardean,"3,573",339,459,122
E05004352 : Lydney East,"3,599",218,595,199
E05004353 : Lydney North,"1,377",107,169,37
E05004354 : Mitcheldean and Drybrook,"3,338",221,464,120
E05004355 : Newent Central,"2,719",212,375,99
E05004356 : Newland and St Briavels,"2,531",276,300,76
E05004357 : Newnham and Westbury,"2,261",251,171,153
E05004358 : Oxenhall and Newent North East,"1,194",139,93,46
E05004359 : Pillowell,"2,633",238,351,95
E05004360 : Redmarley,"1,368",184,104,54
E05004361 : Tibberton,"1,258",187,70,28
E05004362 : Tidenham,"3,884",504,323,113
E05004363 : Abbey,"7,176",769,607,165
E05004364 : Barnwood,"7,395",770,848,298
E05004365 : Barton and Tredworth,"7,797",312,"1,291",872
E05004366 : Elmbridge,"4,119",420,355,141
E05004367 : Grange,"4,273",203,605,147
E05004368 : Hucclecote,"6,391",670,529,136
E05004369 : Kingsholm and Wotton,"5,594",461,611,346
E05004370 : Longlevens,"7,011",799,497,135
E05004371 : Matson and Robinswood,"7,413",341,"1,296",595
E05004372 : Moreland,"7,487",416,"1,163",470
E05004373 : Podsmead,"2,159",97,373,166
E05004374 : Quedgeley Fieldcourt,"7,443",654,843,249
E05004375 : Quedgeley Severn Vale,"5,239",574,498,142
E05004376 : Tuffley,"4,159",277,568,199
E05004377 : Westgate,"5,286",492,661,391
E05004378 : Amberley and Woodchester,"1,506",334,72,19
E05004379 : Berkeley,"3,091",321,415,76
E05004380 : Bisley,"1,572",261,90,28
E05004381 : Cainscross,"5,245",420,650,180
E05004382 : Cam East,"2,976",388,282,79
E05004383 : Cam West,"2,943",301,366,77
E05004384 : Central,"1,624",156,183,89
E05004385 : Chalford,"4,644",705,311,76
E05004386 : Coaley and Uley,"1,679",298,125,27
E05004387 : Dursley,"4,830",507,593,191
E05004388 : Eastington and Standish,"1,311",164,126,32
E05004389 : Farmhill and Paganhill,"1,577",113,189,63
E05004390 : Hardwicke,"3,584",343,384,76
E05004391 : Kingswood,"1,488",289,102,24
E05004392 : Minchinhampton,"2,961",488,219,113
E05004393 : Nailsworth,"4,822",666,460,134
"E05004394 : Randwick, Whiteshill and Ruscombe","1,287",177,91,21
E05004395 : Painswick,"2,937",622,117,50
E05004396 : Rodborough,"3,361",413,299,53
E05004397 : Severn,"3,456",493,342,66
E05004398 : Slade,"1,602",120,201,124
E05004399 : Stonehouse,"5,600",470,822,169
E05004400 : The Stanleys,"2,929",334,308,84
E05004401 : Thrupp,"1,738",275,121,29
E05004402 : Trinity,"1,579",177,126,52
E05004403 : Uplands,"1,627",160,200,63
E05004404 : Upton St Leonards,"2,070",314,157,41
E05004405 : Vale,"1,388",229,99,20
E05004406 : Valley,"1,877",176,190,67
E05004407 : Wotton-under-Edge,"4,651",735,482,114
E05004408 : Ashchurch with Walton Cardiff,"3,309",480,214,66
E05008563 : Badgeworth,"1,572",197,163,47
E05008564 : Brockworth,"5,336",476,605,164
E05008565 : Churchdown Brookfield,"2,886",410,189,52
E05004412 : Churchdown St John's,"5,087",536,448,131
E05008566 : Cleeve Grange,"1,418",145,128,23
E05008567 : Cleeve Hill,"2,959",539,155,48
E05008568 : Cleeve St Michael's,"2,906",312,277,76
E05004416 : Cleeve West,"3,132",505,191,46
E05008569 : Coombe Hill,"3,556",431,282,106
E05004418 : Highnam with Haw Bridge,"3,147",483,171,75
E05008570 : Hucclecote,957,148,59,31
E05004420 : Innsworth with Down Hatherley,"2,101",218,203,88
E05008571 : Isbourne,"1,458",251,82,16
E05004422 : Northway,"3,754",261,517,100
E05008572 : Oxenton Hill,"1,150",196,57,15
E05008573 : Shurdington,"1,326",162,120,40
E05004425 : Tewkesbury Newtown,"1,523",145,143,32
E05008574 : Tewkesbury Prior's Park,"2,972",236,457,166
E05004427 : Tewkesbury Town with Mitton,"3,401",352,354,107
E05004428 : Twyning,"1,259",198,89,38
E05008575 : Winchcombe,"4,476",631,346,112
E05006760 : Ammerdown,"1,701",234,142,44
"E05006761 : Ashwick, Chilcompton and Stratton","3,431",345,337,76
E05006762 : Beckington and Selwood,"1,586",217,97,52
E05006763 : Butleigh and Baltonsborough,"1,608",222,93,33
E05006764 : Chewton Mendip and Ston Easton,"1,571",233,108,42
E05006765 : Coleford and Holcombe,"3,480",346,448,104
"E05006766 : Cranmore, Doulting and Nunney","1,685",176,158,45
E05006767 : Creech,"1,669",146,212,38
E05006768 : Croscombe and Pilton,"1,689",235,96,30
E05006769 : Frome Berkley Down,"2,992",226,397,96
E05006770 : Frome College,"3,282",326,348,52
E05006771 : Frome Keyford,"3,626",313,486,179
E05006772 : Frome Market,"3,585",297,429,171
E05006773 : Frome Oakfield,"2,094",176,255,97
E05006774 : Frome Park,"3,329",228,436,144
E05006775 : Glastonbury St Benedict's,"1,709",116,212,79
E05006776 : Glastonbury St Edmund's,"1,560",119,183,56
E05006777 : Glastonbury St John's,"1,647",105,234,52
E05006778 : Glastonbury St Mary's,"1,569",132,147,48
E05006779 : Moor,"1,792",172,189,44
E05006780 : Postlebury,"1,540",183,118,44
E05006781 : Rode and Norton St Philip,"1,597",295,74,36
E05006782 : Rodney and Westbury,"1,474",222,103,35
E05006783 : St Cuthbert Out North,"1,746",254,124,25
E05006784 : Shepton East,"4,145",349,659,152
E05006785 : Shepton West,"3,571",219,551,106
E05006786 : Street North,"2,934",176,451,80
E05006787 : Street South,"3,778",213,496,107
E05006788 : Street West,"1,496",129,187,20
E05006789 : The Pennards and Ditcheat,"1,594",200,106,23
E05006790 : Wells Central,"1,309",127,130,46
E05006791 : Wells St Cuthbert's,"3,161",282,403,91
E05006792 : Wells St Thomas',"2,895",340,229,63
E05006793 : Wookey and St Cuthbert Out West,"1,808",211,153,66
E05008893 : Axevale,"3,174",499,203,81
E05008894 : Berrow,"1,679",100,234,77
E05008895 : Bridgwater Dunwear,"3,440",124,754,157
E05008896 : Bridgwater Eastover,"3,492",130,665,213
E05008897 : Bridgwater Fairfax,"5,647",184,"1,190",308
E05008898 : Bridgwater Hamp,"3,663",131,789,243
E05008899 : Bridgwater Victoria,"4,564",245,789,212
E05008900 : Bridgwater Westover,"4,064",199,739,335
E05008901 : Bridgwater Wyndham,"2,909",262,279,74
E05008902 : Burnham Central,"5,027",342,678,166
E05008903 : Burnham North,"4,385",395,486,149
E05008904 : Cannington and Wembdon,"3,201",325,299,66
E05008905 : Cheddar and Shipham,"4,894",653,408,127
E05008906 : East Polden,"1,556",191,143,29
E05008907 : Highbridge and Burnham Marine,"5,542",243,"1,099",267
E05008908 : Huntspill and Pawlett,"1,620",147,218,49
E05008909 : King's Isle,"3,325",337,362,74
E05008910 : Knoll,"3,706",405,332,121
E05008911 : North Petherton,"5,219",542,562,143
E05008912 : Puriton and Woolavington,"3,355",288,404,85
E05008913 : Quantocks,"3,276",391,276,80
E05008914 : Wedmore and Mark,"3,413",513,198,58
E05008915 : West Polden,"1,752",249,143,32
E05006819 : Blackdown,"1,730",219,155,26
E05006820 : Blackmoor Vale,"4,065",476,465,106
E05006821 : Bruton,"1,899",164,217,59
E05006822 : Brympton,"5,427",642,441,104
E05006823 : Burrow Hill,"1,653",220,141,42
E05006824 : Camelot,"1,875",235,137,33
E05006825 : Cary,"3,862",450,408,95
E05006826 : Chard Avishayes,"1,874",102,305,68
E05006827 : Chard Combe,"1,479",86,236,61
E05006828 : Chard Crimchard,"1,951",137,292,44
E05006829 : Chard Holyrood,"2,173",92,406,112
E05006830 : Chard Jocelyn,"1,706",90,275,68
E05006831 : Coker,"3,898",514,345,98
E05006832 : Crewkerne,"5,623",436,738,159
E05006833 : Curry Rivel,"1,795",230,136,42
E05006834 : Eggwood,"1,719",194,175,21
E05006835 : Hamdon,"1,940",233,193,62
E05006836 : Ilminster,"4,177",360,529,107
E05006837 : Islemoor,"1,993",213,205,32
E05006838 : Ivelchester,"3,326",383,220,43
E05006839 : Langport and Huish,"2,031",170,245,74
E05006840 : Martock,"4,169",440,458,107
E05006841 : Milborne Port,"2,048",196,257,40
E05006842 : Neroche,"1,721",204,138,25
E05006843 : Northstone,"2,182",296,183,29
E05006844 : Parrett,"1,677",242,143,15
E05006845 : St Michael's,"1,643",183,174,40
E05006846 : South Petherton,"3,393",428,323,81
E05006847 : Tatworth and Forton,"1,919",148,265,40
E05006848 : Tower,"1,785",220,125,31
E05006849 : Turn Hill,"2,020",262,169,51
E05006850 : Wessex,"3,861",369,444,88
E05006851 : Wincanton,"3,711",303,562,81
E05006852 : Windwhistle,"1,706",216,142,33
E05006853 : Yeovil Central,"5,618",417,897,297
E05006854 : Yeovil East,"5,322",262,"1,018",259
E05006855 : Yeovil South,"6,464",689,636,145
E05006856 : Yeovil West,"5,211",423,663,217
E05006857 : Yeovil Without,"5,144",431,575,116
E05006858 : Bishop's Hull,"2,705",271,301,103
E05006859 : Bishop's Lydeard,"4,425",554,288,97
E05006860 : Blackdown,"1,542",239,81,31
E05006861 : Bradford-on-Tone,"1,744",232,123,26
E05006862 : Comeytrowe,"4,048",396,317,95
E05006863 : Milverton and North Deane,"1,559",216,102,48
E05006864 : Monument,"1,538",169,121,33
E05006865 : Neroche,"1,583",261,109,23
E05006866 : North Curry and Stoke St Gregory,"2,311",297,179,47
E05006867 : Norton Fitzwarren,"2,455",150,218,71
E05006868 : Ruishton and Creech,"2,793",326,255,66
E05006869 : Staplegrove,"2,842",324,218,58
E05006870 : Taunton Blackbrook and Holway,"4,837",295,696,151
E05006871 : Taunton Eastgate,"3,686",332,408,109
E05006872 : Taunton Fairwater,"4,773",524,444,191
E05006873 : Taunton Halcon,"4,536",260,707,318
E05006874 : Taunton Killams and Mountfield,"2,649",323,180,70
E05006875 : Taunton Lyngford,"4,022",273,555,172
E05006876 : Taunton Manor and Wilton,"3,564",528,223,95
E05006877 : Taunton Pyrland and Rowbarton,"4,323",192,647,188
E05006878 : Trull,"1,389",212,62,15
E05006879 : Wellington East,"2,712",206,375,81
E05006880 : Wellington North,"2,780",147,439,132
E05006881 : Wellington Rockwell Green and West,"4,180",343,502,111
E05006882 : West Monkton,"3,116",362,240,48
E05006883 : Wiveliscombe and West Deane,"2,809",286,246,98
E05008916 : Alcombe,"1,590",74,211,39
E05008917 : Brendon Hills,980,107,67,20
E05008918 : Carhampton and Withycombe,869,68,108,32
E05008919 : Crowcombe and Stogumber,874,132,49,15
E05008920 : Dulverton and District,"1,764",177,157,49
E05008921 : Dunster and Timberscombe,900,68,83,27
E05008922 : Greater Exmoor,862,64,82,9
E05008923 : Minehead Central,"3,579",154,589,124
E05008924 : Minehead North,"1,417",118,148,47
E05008925 : Minehead South,"1,757",102,230,57
E05008926 : Old Cleeve,"1,634",152,137,42
E05008927 : Porlock and District,"1,663",157,138,39
E05008928 : Quantock Vale,"1,584",145,146,59
E05008929 : Watchet,"2,798",133,379,89
E05008930 : West Quantock,791,97,44,23
E05008931 : Williton,"1,856",94,278,65
W05000001 : Aberffraw,"1,026",61,139,51
W05000002 : Amlwch Port,"1,828",76,280,124
W05000003 : Amlwch Rural,939,66,110,58
W05000004 : Beaumaris,"1,384",181,146,62
W05000005 : Bodffordd,"1,166",78,136,44
W05000006 : Bodorgan,"1,263",142,97,47
W05000007 : Braint,"1,093",99,94,26
W05000008 : Bryngwran,"1,378",84,187,75
W05000009 : Brynteg,"1,313",123,123,35
W05000010 : Cadnant,956,168,48,33
W05000011 : Cefni,"1,036",99,117,33
W05000882 : Cwm Cadnant,"1,640",261,101,56
W05000013 : Cyngar,"1,490",108,188,64
W05000014 : Gwyngyll,"1,114",136,74,28
W05000015 : Holyhead Town,915,17,165,88
W05000883 : Kingsland,"1,123",36,182,102
W05000017 : Llanbadrig,986,83,101,50
W05000884 : Llanbedrgoch,"1,060",125,95,37
W05000019 : Llanddyfnan,990,112,66,28
W05000020 : Llaneilian,"1,692",127,196,89
W05000021 : Llanfaethlu,"1,202",95,129,49
W05000022 : Llanfair-yn-Neubwll,"2,114",209,243,114
W05000885 : Llanfihangel Ysgeifiog,"1,494",123,166,44
W05000024 : Llangoed,904,111,89,39
W05000025 : Llanidan,"1,363",136,181,51
W05000026 : Llannerch-y-medd,"1,454",89,172,96
W05000886 : London Road,"1,058",26,199,98
W05000028 : Maeshyfryd,"1,631",43,277,161
W05000029 : Mechell,"1,165",100,119,50
W05000030 : Moelfre,776,68,77,27
W05000031 : Morawelon,"1,084",14,167,164
W05000032 : Parc a'r Mynydd,848,42,108,31
W05000887 : Pentraeth,"1,381",165,123,65
W05000034 : Porthyfelin,"1,640",71,233,151
W05000035 : Rhosneigr,712,101,64,29
W05000036 : Rhosyr,"1,638",132,207,69
W05000888 : Trearddur,"1,631",172,119,60
W05000038 : Tudur,"1,060",27,227,105
W05000039 : Tysilio,"1,559",141,163,57
W05000040 : Valley,"1,712",112,180,69
W05000041 : Aberdaron,708,53,68,13
W05000042 : Aberdovey,948,95,65,30
W05000043 : Abererch,950,73,119,33
W05000044 : Abermaw,"1,814",86,218,96
W05000045 : Abersoch,561,66,39,12
W05000046 : Arllechwedd,"1,015",123,83,36
W05000047 : Bala,"1,393",73,228,63
W05000048 : Bethel,"1,018",91,99,23
W05000049 : Bontnewydd,800,72,80,18
W05000050 : Botwnnog,710,29,67,25
W05000051 : Bowydd and Rhiw,"1,372",59,188,112
W05000052 : Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,"1,072",92,86,19
